filename,title
/252_0.csv,唯一 sec 0
252_1.csv,唯一 sec 1
/255_0.csv,嘴巴嘟嘟 sec 0
255_1.csv,嘴巴嘟嘟 sec 1
258_0.csv,回忆那么伤 sec 0
/258_1.csv,回忆那么伤 sec 1
261_0.csv,因为爱所以爱 sec 0
/263_0.csv,在梦中 sec 0 (short)
263_1.csv,在梦中 sec 1
265_0.csv,在深秋 sec 0
/265_1.csv,在深秋 sec 1
/265_2.csv,在深秋 sec 2 (short)
269_0.csv,外面的世界 sec 0
/269_1.csv,外面的世界 sec 1
274_0.csv,夜空中最亮的星 sec 0
/274_1.csv,夜空中最亮的星 sec 1
275_0.csv,夜车 sec 0
276_0.csv,大哥 sec 0
/276_1.csv,大哥 sec 1 (looks the same)
282_0.csv,天使 sec 0
288_0.csv,太多 sec 0
296_0.csv,好不容易 sec 0
298_0.csv,好听 sec 0
/302_0.csv,如果你是我的传说 sec 0
302_1.csv,如果你是我的传说 sec 1
303_0.csv,如果当时 sec 0
304_0.csv,如果爱下去 sec 0
305_0.csv,如果这就是爱情 sec 0
308_0.csv,妈妈的吻 sec 0
313_0.csv,孤单坠爱 sec 0
314_0.csv,孤枕难眠 sec 0
/316_0.csv,宁夏 sec 0
318_0.csv,安眠药 sec 0
320_0.csv,宝贝 sec 0
/323_0.csv,寂寞的双手 sec 0 (short)
323_1.csv,寂寞的双手 sec 1
327_0.csv,小宝贝 sec 0
/327_1.csv,小宝贝 sec 1 (short)
/329_0.csv,小小的太阳 sec 0
329_1.csv,小小的太阳 sec 1
/329_2.csv,小小的太阳 sec 2
/334_0.csv,小白杨 sec 0 (short)
334_1.csv,小白杨 sec 1
335_0.csv,小芳 sec 0
336_0.csv,小苹果 sec 0
336_1.csv,小苹果 sec 1
/338_0.csv,少年锦时 sec 0
/338_1.csv,少年锦时 sec 1
340_0.csv,尽头 sec 0
342_0.csv,岁月神偷 sec 0
/344_0.csv,带我走 sec 0
351_0.csv,康定情歌 sec 0
/354_0.csv,开始懂了 sec 0
/357_0.csv,张三的歌 sec 0 (short)
357_1.csv,张三的歌 sec 1
/359_0.csv,当你 sec 0
359_1.csv,当你 sec 1
/359_2.csv,当你 sec 2
/366_0.csv,微风细雨 sec 0 (short)
366_1.csv,微风细雨 sec 1
368_0.csv,心如刀割 sec 0
369_0.csv,心愿 sec 0
374_0.csv,忘不了 sec 0
376_0.csv,忘记时间 sec 0
377_0.csv,忽然之间 sec 0
/384_0.csv,恋人心 sec 0
386_0.csv,恋爱ing sec 0
387_0.csv,恰似你的温柔 sec 0
388_0.csv,悟 sec 0
389_0.csv,情人 sec 0
/389_1.csv,情人 sec 1 (short)
/389_2.csv,情人 sec 2 (short)
392_0.csv,情毒 sec 0
/392_1.csv,情毒 sec 1 (short)
/395_0.csv,情锁 sec 0 (short)
395_1.csv,情锁 sec 1
/400_0.csv,想和你去吹吹风 sec 0
413_0.csv,我 sec 0
/413_1.csv,我 sec 1 (short)
/413_2.csv,我 sec 2 (short)
415_0.csv,我不恨你 sec 0
416_0.csv,我不想说 sec 0
/416_1.csv,我不想说 sec 1 (short)
/416_2.csv,我不想说 sec 2 (short)
418_0.csv,我以为 sec 0
419_0.csv,我们不一样 sec 0
422_0.csv,我们的歌 sec 0
427_0.csv,我最亲爱的 sec 0
432_0.csv,我害怕 sec 0
433_0.csv,我很快乐 sec 0
/433_1.csv,我很快乐 sec 1 (short)
436_0.csv,我想我不够好 sec 0
437_0.csv,我愿意 sec 0
438_0.csv,我是一只鱼 sec 0
438_1.csv,我是一只鱼 sec 1
440_0.csv,我是真的真的很爱你 sec 0
441_0.csv,我曾用心爱着你 sec 0
/441_1.csv,我曾用心爱着你 sec 1 (short)
453_0.csv,我的眼里只有你 sec 0
/454_0.csv,我相信 sec 0
457_0.csv,我等到花儿也谢了 sec 0
/458_0.csv,我管你 sec 0
/460_0.csv,我要抱着你 sec 0 (short)
460_1.csv,我要抱着你 sec 1
462_0.csv,我走以后 sec 0
/462_1.csv,我走以后 sec 1 (short)
/462_2.csv,我走以后 sec 2
/465_0.csv,戒烟 sec 0
/471_0.csv,拉住妈妈的手 sec 0 (short)
471_1.csv,拉住妈妈的手 sec 1
/471_2.csv,拉住妈妈的手 sec 2
/479_0.csv,放生 sec 0
481_0.csv,故乡 sec 0
481_1.csv,故乡 sec 1
483_0.csv,数到五答应我 sec 0
484_0.csv,斑马斑马 sec 0
486_0.csv,新女人花 sec 0
/486_1.csv,新女人花 sec 1 (looks similar)
495_0.csv,日不落 sec 0
/495_1.csv,日不落 sec 1 (short)
496_0.csv,时间煮雨 sec 0
500_0.csv,明月千里寄相思 sec 0
501_0.csv,明月天涯 sec 0
505_0.csv,星月神话 sec 0
507_0.csv,春夏秋冬的你 sec 0
/507_1.csv,春夏秋冬的你 sec 1 (long)
510_0.csv,春泥 sec 0
/510_1.csv,春泥 sec 1
527_0.csv,月亮惹的祸 sec 0
541_0.csv,末班车 sec 0
543_0.csv,枕着你的名字入眠 sec 0
545_0.csv,桃花运 sec 0
548_0.csv,梦醒了 sec 0
/548_1.csv,梦醒了 sec 1 (short)
/548_2.csv,梦醒了 sec 2
553_0.csv,樱花草 sec 0
554_0.csv,歌在飞 sec 0
557_0.csv,残酷月光 sec 0
560_0.csv,水手 sec 0
/560_1.csv,水手 sec 1
563_0.csv,永远是朋友 sec 0
565_0.csv,没有什么不同 sec 0
566_0.csv,没有你陪伴我真的好孤单 sec 0
567_0.csv,泪桥 sec 0
569_0.csv,泼茶香 sec 0
/574_0.csv,流着泪说分手 sec 0
/577_0.csv,浪费 sec 0
590_0.csv,灰姑娘 sec 0
/590_1.csv,灰姑娘 sec 1
592_0.csv,爱 sec 0
594_0.csv,爱不爱我 sec 0
/594_1.csv,爱不爱我 sec 1 (short)
/594_2.csv,爱不爱我 sec 2
/600_0.csv,爱你没错 sec 0
619_0.csv,爱的魔法 sec 0
/619_1.csv,爱的魔法 sec 1
/619_2.csv,爱的魔法 sec 2
621_0.csv,爱要怎么说出口 sec 0
623_0.csv,父亲写的散文诗 sec 0
624_0.csv,父亲的草原母亲的河 sec 0
624_1.csv,父亲的草原母亲的河 sec 1
624_2.csv,父亲的草原母亲的河 sec 2
624_3.csv,父亲的草原母亲的河 sec 3
624_4.csv,父亲的草原母亲的河 sec 4
624_5.csv,父亲的草原母亲的河 sec 5
/629_0.csv,狂浪生 sec 0
630_0.csv,狐狸 sec 0
633_0.csv,狮子座 sec 0
/633_1.csv,狮子座 sec 1 (short)
640_0.csv,甜蜜蜜 sec 0
/640_1.csv,甜蜜蜜 sec 1 (looks the same)
641_0.csv,生如夏花 sec 0
642_0.csv,生日礼物 sec 0
649_0.csv,留什么给你 sec 0
/649_1.csv,留什么给你 sec 1 (looks the same)
658_0.csv,盛夏的果实 sec 0
668_0.csv,着魔 sec 0
673_0.csv,祝你平安 sec 0
678_0.csv,离别的秋天 sec 0
679_0.csv,秋叶黄了想爹娘 sec 0
695_0.csv,第一次爱的人 sec 0
/695_1.csv,第一次爱的人 sec 1
/700_0.csv,等我回家 sec 0
/709_0.csv,繁花 sec 0
709_1.csv,繁花 sec 1
709_2.csv,繁花 sec 2
713_0.csv,红色高跟鞋 sec 0
/715_0.csv,红豆红 sec 0 (short)
715_1.csv,红豆红 sec 1
719_0.csv,绅士 sec 0
/719_1.csv,绅士 sec 1 (short)
720_0.csv,绒花 sec 0
722_0.csv,绝口不提爱你 sec 0
/728_0.csv,美丽的草原我的家 sec 0
729_0.csv,美人吟 sec 0
731_0.csv,翅膀 sec 0
735_0.csv,老男孩 sec 0
/743_0.csv,至少还有你 sec 0
746_0.csv,舍得 sec 0
/746_1.csv,舍得 sec 1
/746_2.csv,舍得 sec 2
757_0.csv,菊花台 sec 0
759_0.csv,萍聚 sec 0
762_0.csv,蓝莲花 sec 0
764_0.csv,虫儿飞 sec 0
/770_0.csv,让她降落 sec 0
772_0.csv,记事本 sec 0
/781_0.csv,说爱我 sec 0
784_0.csv,诺言 sec 0
/784_1.csv,诺言 sec 1 (short)
/787_0.csv,谁的眼泪在飞 sec 0
/787_1.csv,谁的眼泪在飞 sec 1
787_2.csv,谁的眼泪在飞 sec 2
789_0.csv,谢谢你的爱1999 sec 0
/791_0.csv,贝加尔湖畔 sec 0
791_1.csv,贝加尔湖畔 sec 1
794_0.csv,趁早 sec 0
797_0.csv,路边的野花不要采 sec 0
798_0.csv,踏浪 sec 0
803_0.csv,过火 sec 0
805_0.csv,这一生回忆有你就足够 sec 0
/805_1.csv,这一生回忆有你就足够 sec 1 (looks the same)
807_0.csv,远走高飞 sec 0
/807_1.csv,远走高飞 sec 1
811_0.csv,追求 sec 0
/811_1.csv,追求 sec 1
811_2.csv,追求 sec 2
817_0.csv,遇 sec 0
/817_1.csv,遇 sec 1 (short)
818_0.csv,遇到 sec 0
/818_1.csv,遇到 sec 1
820_0.csv,遥远的歌 sec 0
821_0.csv,那个人 sec 0
826_0.csv,都怪我 sec 0
827_0.csv,都选c sec 0
/827_1.csv,都选c sec 1
829_0.csv,酒干倘卖无 sec 0
832_0.csv,重生 sec 0
833_0.csv,野子 sec 0
836_0.csv,错过的情人 sec 0
/839_0.csv,长长的路慢慢地走 sec 0
839_1.csv,长长的路慢慢地走 sec 1
840_0.csv,问 sec 0
/840_1.csv,问 sec 1
/840_2.csv,问 sec 2
/845_0.csv,阿刁[消音版] sec 0
845_1.csv,阿刁[消音版] sec 1
/845_2.csv,阿刁[消音版] sec 2
845_3.csv,阿刁[消音版] sec 3
/845_4.csv,阿刁[消音版] sec 4
847_0.csv,除了你 sec 0
847_1.csv,除了你 sec 1
850_0.csv,陪我看日出 sec 0
/850_1.csv,陪我看日出 sec 1
857_0.csv,雪人 sec 0
862_0.csv,青花 sec 0
863_0.csv,青藏高原 sec 0
864_0.csv,非你莫属 sec 0
865_0.csv,靠近一点点 sec 0
/865_1.csv,靠近一点点 sec 1
868_0.csv,风往北吹 sec 0
/884_0.csv,鱼 sec 0
/885_0.csv,鸿雁 sec 0
890_0.csv,默 sec 0
892_0.csv,不要在我的伤口撒盐 sec 0
893_0.csv,但愿人长久 sec 0
/893_1.csv,但愿人长久 sec 1 (short)
898_0.csv,在水一方 sec 0
900_0.csv,天空 sec 0
907_0.csv,小龙人 sec 0
908_0.csv,小乌龟 sec 0
